Age at Training,SEX,EVENT_YEAR,GRADE,STATE,ZIP_CODE,ASVAB_AFQT_PERCENTILE,ASVAB_ADMIN,ASVAB_ELEC,ASVAB_GEN,ASVAB_MECH,ASVAB_AVERAGE,MARITAL_STATUS,Grad,Elim
22,M,2003,95,AZ,85014,79,79,81,78,81,79.75,UNKNOWN,Yes,No
22,F,2003,94,LA,70068,80,72,80,84,83,79.75,UNKNOWN,Yes,No
21,F,2003,93,NE,68787,85,84,72,86,77,79.75,UNKNOWN,Yes,No
19,M,2003,92,TX,78380,80,83,86,78,72,79.75,UNKNOWN,Yes,No
18,M,2003,89,PA,17847,77,74,77,80,88,79.75,UNKNOWN,Yes,No
19,M,2004,88,CA,95831,80,76,83,84,76,79.75,UNKNOWN,Yes,No
19,M,2003,87,OR,97013,77,74,82,80,83,79.75,UNKNOWN,Yes,No
20,F,2003,86,CA,93944,86,90,81,82,66,79.75,UNKNOWN,Yes,No
22,M,2003,86,MS,39047,80,74,81,90,74,79.75,UNKNOWN,Yes,No
19,M,2003,85,FL,32531,77,84,86,68,81,79.75,UNKNOWN,Yes,No
19,M,2003,83,OK,73099,80,77,78,84,80,79.75,UNKNOWN,Yes,No
19,M,2003,81,LA,70520,80,86,86,74,73,79.75,UNKNOWN,Yes,No
20,M,2003,100,AK,99502,79,76,88,80,75,79.75,S,Yes,No
20,M,2004,97,AK,99506,84,89,81,78,71,79.75,S,Yes,No
36,M,2004,97,AZ,85308,82,74,79,87,79,79.75,S,Yes,No
28,M,2003,95,GA,31313,76,76,82,74,87,79.75,S,Yes,No
22,M,2004,94,NM,88310,84,78,79,87,75,79.75,S,Yes,No
21,M,2004,94,LA,71270,78,80,89,74,76,79.75,S,Yes,No
19,M,2004,94,TX,76908,82,74,79,87,79,79.75,S,Yes,No
19,M,2004,94,AP,96397,87,92,91,80,56,79.75,S,Yes,No
21,M,2005,93,PA,15857,79,72,80,83,84,79.75,S,Yes,No
18,M,2004,92,MD,21222,73,81,84,84,70,79.75,S,Yes,No
26,F,2004,92,MN,55104,80,72,73,92,82,79.75,S,Yes,No
22,M,2004,92,AZ,85710,80,80,82,78,79,79.75,S,Yes,No
19,F,2003,91,TX,76908,84,87,82,81,69,79.75,S,Yes,No
24,M,2004,90,OH,44280,70,88,75,72,84,79.75,S,Yes,No
19,M,2003,90,AK,99502,79,76,88,80,75,79.75,S,Yes,No
21,M,2004,90,CT,06469,74,69,80,76,94,79.75,S,Yes,No
19,M,2004,90,TX,76311,78,84,81,72,82,79.75,S,Yes,No
20,F,2004,89,WV,26505,80,85,77,76,81,79.75,S,Yes,No
36,F,2003,89,WI,53589,80,89,74,88,68,79.75,S,Yes,No
19,M,2004,88,WA,98438,80,84,79,78,78,79.75,S,Yes,No
19,M,2004,88,ND,58705,74,84,89,64,82,79.75,S,Yes,No
21,M,2004,87,MI,48154,71,63,84,78,94,79.75,S,Yes,No
28,M,2004,86,MI,48837,76,65,76,85,93,79.75,S,Yes,No
22,M,2003,85,MS,39705,80,80,85,78,76,79.75,S,Yes,No
19,M,2005,85,AE,9603,84,84,85,83,67,79.75,S,Yes,No
19,M,2004,85,CA,95993,76,72,79,78,90,79.75,S,Yes,No
35,M,2004,85,WA,98532,75,71,77,80,91,79.75,S,Yes,No
20,M,2003,84,AP,96264,75,71,80,78,90,79.75,S,Yes,No
23,F,2003,84,AZ,85730,90,95,76,83,65,79.75,S,Yes,No
19,M,2003,83,TX,78236,79,85,83,72,79,79.75,S,Yes,No
21,M,2005,83,TX,79424,82,87,76,78,78,79.75,S,Yes,No
20,M,2005,82,ND,58204,89,88,86,89,56,79.75,S,Yes,No
22,M,2004,98,ID,83651,92,87,44,94,94,79.75,M,Yes,No
18,F,2003,97,SC,29445,84,91,85,78,65,79.75,M,Yes,No
26,M,2003,96,NC,27534,71,67,79,76,97,79.75,M,Yes,No
20,M,2005,96,ND,58703,71,72,87,70,90,79.75,M,Yes,No
18,M,2004,96,ND,58705,84,84,75,83,77,79.75,M,Yes,No
25,M,2004,96,IA,50023,76,76,93,74,76,79.75,M,Yes,No
19,M,2003,95,OK,73034,71,80,80,80,79,79.75,M,Yes,No
22,M,2003,95,TX,76240,75,71,79,78,91,79.75,M,Yes,No
19,M,2003,94,TX,78245,76,76,88,74,81,79.75,M,Yes,No
22,M,2003,94,MO,65336,80,71,82,87,79,79.75,M,Yes,No
30,M,2004,93,IN,47803,75,69,76,80,94,79.75,M,Yes,No
21,F,2004,93,SC,29445,76,85,79,81,74,79.75,M,Yes,No
20,M,2004,92,GA,31088,79,69,77,87,86,79.75,M,Yes,No
39,M,2003,92,IL,62644,80,69,76,85,89,79.75,M,Yes,No
18,M,2004,92,MO,65336,71,78,88,64,89,79.75,M,Yes,No
24,M,2004,92,TX,76904,78,76,84,78,81,79.75,M,Yes,No
24,M,2004,91,MO,63116,79,69,77,90,83,79.75,M,Yes,No
19,M,2004,91,OK,73135,88,92,85,81,61,79.75,M,Yes,No
18,F,2004,89,NV,89081,80,87,81,72,79,79.75,M,Yes,No
20,M,2005,89,AZ,85374,78,72,85,81,81,79.75,M,Yes,No
22,M,2003,88,FL,33880,80,78,82,80,79,79.75,M,Yes,No
23,M,2003,88,MT,59405,75,80,84,68,87,79.75,M,Yes,No
20,M,2005,88,WA,99011,77,74,74,80,91,79.75,M,Yes,No
27,M,2004,87,TX,76903,78,76,81,78,84,79.75,M,Yes,No
19,F,2005,87,MS,39564,80,84,82,78,75,79.75,M,Yes,No
19,M,2004,86,VA,23665,64,76,81,76,86,79.75,M,Yes,No
19,M,2003,86,AZ,85742,80,79,90,80,70,79.75,M,Yes,No
23,F,2005,86,KS,67208,80,80,83,80,76,79.75,M,Yes,No
47,M,2005,86,UT,84302,69,52,91,81,95,79.75,M,Yes,No
32,M,2004,85,IL,61866,80,69,85,74,91,79.75,M,Yes,No
23,M,2004,84,SD,57719,58,85,74,80,80,79.75,M,Yes,No
19,M,2004,83,CA,94585,76,76,82,74,87,79.75,M,Yes,No
20,M,2003,82,LA,71112,76,65,82,85,87,79.75,M,Yes,No
39,M,2005,82,OR,97601,84,76,77,76,90,79.75,M,Yes,No
23,M,2004,78,SD,57719,58,85,74,80,80,79.75,M,Yes,No
36,M,2004,96,MD,21643,80,76,82,70,91,79.75,D,Yes,No
19,M,2003,91,GU,96929,75,78,89,70,82,79.75,D,Yes,No
20,M,2004,91,AZ,85307,72,65,81,80,93,79.75,D,Yes,No
50,M,2005,74,AK,99504,76,72,93,78,76,79.75,D,Yes,No
19,M,2003,72,WA,98604,80,86,88,76,70,80,UNKNOWN,No,Yes
19,M,2004,55,FL,34771,77,72,89,80,79,80,S,No,Yes
21,M,2004,89,ME,04330,80,77,84,82,77,80,M,No,Yes
32,M,2005,96,ME,04530,81,81,84,76,79,80,M,Yes,No
26,F,2003,97,OR,97222,92,92,61,94,73,80,UNKNOWN,Yes,No
35,M,2003,96,AL,36605,80,83,85,84,68,80,UNKNOWN,Yes,No
19,M,2004,82,WA,98604,80,86,88,76,70,80,UNKNOWN,Yes,No
20,M,2004,97,UT,84037,80,72,83,80,85,80,S,Yes,No
19,M,2004,97,NV,89115,75,72,84,76,88,80,S,Yes,No
30,M,2004,95,WV,25427,75,77,86,72,85,80,S,Yes,No
19,M,2003,94,IL,61761,84,85,97,81,57,80,S,Yes,No
19,M,2005,93,WY,96319,76,72,77,80,91,80,S,Yes,No
20,M,2004,92,NC,27534,80,87,84,74,75,80,S,Yes,No
19,M,2004,92,MS,39402,84,86,79,82,73,80,S,Yes,No
21,M,2004,91,MN,56048,84,89,81,78,72,80,S,Yes,No
19,M,2003,89,KY,40004,83,84,89,81,66,80,S,Yes,No
21,M,2004,88,KS,67212,71,61,92,80,87,80,S,Yes,No
20,M,2005,88,TX,79904,79,82,84,76,78,80,S,Yes,No
19,M,2004,88,OK,73439,74,69,85,78,88,80,S,Yes,No
35,F,2003,88,TN,37804,89,92,73,86,69,80,S,Yes,No
20,M,2004,88,IL,60187,80,74,84,83,79,80,S,Yes,No
19,M,2004,87,AE,9464,74,67,89,80,84,80,S,Yes,No
18,F,2004,86,PA,18214,87,88,82,83,67,80,S,Yes,No
22,M,2004,84,CA,91744,75,72,82,76,90,80,S,Yes,No
19,M,2004,84,TX,76908,84,89,81,80,70,80,S,Yes,No
19,M,2003,83,SD,57703,78,72,89,81,78,80,S,Yes,No
23,M,2004,82,TX,76904,83,80,75,83,82,80,S,Yes,No
19,M,2003,79,TX,79607,83,85,74,80,81,80,S,Yes,No
26,M,2003,100,NH,03603,75,84,88,66,82,80,M,Yes,No
18,M,2004,97,MS,39531,57,78,81,80,81,80,M,Yes,No
20,M,2004,97,MO,64040,77,84,85,70,81,80,M,Yes,No
22,M,2003,96,AK,99506,84,85,93,81,61,80,M,Yes,No
23,M,2004,96,AK,99506,84,85,93,81,61,80,M,Yes,No
37,M,2004,95,WA,98408,85,89,83,76,72,80,M,Yes,No
36,M,2004,95,MD,21122,65,67,91,74,88,80,M,Yes,No
25,M,2004,94,FL,32542,80,87,79,72,82,80,M,Yes,No
20,M,2004,94,ND,58204,46,84,79,87,70,80,M,Yes,No
21,M,2004,92,TX,79758,75,69,86,81,84,80,M,Yes,No
19,M,2004,92,NE,68123,43,76,84,76,84,80,M,Yes,No
34,M,2003,92,NY,12992,80,65,82,80,93,80,M,Yes,No
19,M,2004,92,TN,38125,78,71,76,83,90,80,M,Yes,No
37,M,2003,90,MD,21236,61,96,66,81,77,80,M,Yes,No
21,M,2003,90,AE,9012,82,69,81,92,78,80,M,Yes,No
19,M,2004,90,NM,88101,78,74,82,80,84,80,M,Yes,No
43,M,2004,90,AZ,85748,71,56,82,83,99,80,M,Yes,No
22,F,2004,90,WI,53590,83,84,80,81,75,80,M,Yes,No
46,M,2004,90,GA,30265,76,67,82,83,88,80,M,Yes,No
22,M,2003,88,MS,39534,82,90,77,74,79,80,M,Yes,No
25,M,2004,87,FL,32466,74,72,80,74,94,80,M,Yes,No
20,M,2003,87,OK,73071,76,71,82,80,87,80,M,Yes,No
22,M,2004,87,NE,68046,74,72,85,74,89,80,M,Yes,No
33,M,2004,87,MI,48727,71,88,70,81,81,80,M,Yes,No
21,M,2004,84,AP,96367,79,71,85,85,79,80,M,Yes,No
20,M,2004,81,TX,78230,79,76,85,80,79,80,M,Yes,No
22,F,2003,81,AK,99504,80,76,82,83,79,80,M,Yes,No
20,M,2004,80,GA,31602,79,71,88,85,76,80,M,Yes,No
23,M,2004,80,HI,96818,74,84,82,64,90,80,M,Yes,No
56,M,2005,80,HI,96789,77,43,97,88,92,80,M,Yes,No
24,M,2004,79,WA,98499,80,78,82,81,79,80,M,Yes,No
38,M,2003,78,TN,37388,80,71,80,83,86,80,M,Yes,No
19,M,2003,88,ID,83647,79,74,77,81,88,80,D,Yes,No
19,M,2004,87,AE,9740,77,63,82,88,87,80,D,Yes,No
20,M,2005,81,GU,96913,82,82,81,83,74,80,D,Yes,No
19,M,2003,76,AP,96266,78,80,84,74,82,80,D,Yes,No
20,M,2004,79,PA,15012,80,83,86,76,76,80.25,S,No,Yes
20,M,2004,77,VA,23665,75,72,91,76,82,80.25,S,No,Yes
20,M,2004,90,SC,29456,84,84,84,84,69,80.25,M,No,Yes
27,F,2003,78,AE,9601,88,88,79,85,69,80.25,M,No,Yes
28,F,2003,98,OH,44904,85,97,77,82,65,80.25,UNKNOWN,Yes,No
33,M,2003,95,OK,74820,73,71,82,76,92,80.25,UNKNOWN,Yes,No
26,M,2004,95,AZ,85044,81,79,79,82,81,80.25,UNKNOWN,Yes,No
33,M,2003,95,KS,66062,92,58,89,92,82,80.25,UNKNOWN,Yes,No
21,M,2003,93,AZ,86301,81,79,71,90,81,80.25,UNKNOWN,Yes,No
30,M,2003,93,MT,59405,78,77,82,78,84,80.25,UNKNOWN,Yes,No
20,F,2003,92,WI,54660,87,96,84,78,63,80.25,UNKNOWN,Yes,No
18,M,2003,91,TX,77340,81,79,76,84,82,80.25,UNKNOWN,Yes,No
22,F,2003,89,CA,93944,82,84,80,80,77,80.25,UNKNOWN,Yes,No
33,M,2003,80,MD,21093,88,97,84,78,62,80.25,UNKNOWN,Yes,No
20,M,2003,99,AE,9601,79,84,91,74,72,80.25,S,Yes,No
22,F,2005,95,GA,31204,77,91,77,74,79,80.25,S,Yes,No
21,M,2004,95,CO,80239,84,84,86,82,69,80.25,S,Yes,No
19,M,2004,94,IL,61484,79,79,86,78,78,80.25,S,Yes,No
19,M,2003,94,FL,32578,64,80,88,79,74,80.25,S,Yes,No
19,M,2004,93,OK,73701,82,78,84,83,76,80.25,S,Yes,No
18,M,2004,91,MD,20832,80,74,85,83,79,80.25,S,Yes,No
21,F,2005,91,TX,76908,82,76,86,87,72,80.25,S,Yes,No
21,M,2004,91,OH,43055,82,79,86,86,70,80.25,S,Yes,No
19,M,2003,91,UT,84041,78,72,87,84,78,80.25,S,Yes,No
26,F,2003,90,OH,45324,84,87,83,80,71,80.25,S,Yes,No
20,M,2004,90,WA,98023,81,81,77,72,91,80.25,S,Yes,No
21,F,2004,88,TX,76908,80,76,87,84,74,80.25,S,Yes,No
19,M,2004,88,VA,22306,82,84,84,80,73,80.25,S,Yes,No
18,M,2004,88,MD,20616,77,69,77,83,92,80.25,S,Yes,No
26,M,2004,86,VA,23666,75,67,82,81,91,80.25,S,Yes,No
18,M,2003,85,VA,20120,82,83,91,82,65,80.25,S,Yes,No
18,M,2003,85,FL,32578,64,80,88,79,74,80.25,S,Yes,No
19,M,2003,85,VA,23665,89,88,70,87,76,80.25,S,Yes,No
23,M,2004,83,WA,98055,80,78,76,80,87,80.25,S,Yes,No
18,F,2005,83,TX,75656,79,87,91,70,73,80.25,S,Yes,No
19,M,2003,82,SC,29070,72,71,88,74,88,80.25,S,Yes,No
20,M,2004,82,UT,84041,78,72,87,84,78,80.25,S,Yes,No
20,M,2004,81,NE,68123,80,80,84,80,77,80.25,S,Yes,No
26,F,2004,77,NV,89031,84,84,80,85,72,80.25,S,Yes,No
44,F,2004,100,CA,95210,94,94,88,97,42,80.25,M,Yes,No
29,F,2005,99,IN,46814,78,69,82,85,85,80.25,M,Yes,No
50,M,2005,98,HI,96701,84,76,77,83,85,80.25,M,Yes,No
21,M,2004,97,TN,38401,76,76,83,74,88,80.25,M,Yes,No
21,M,2003,96,AZ,85307,75,65,88,83,85,80.25,M,Yes,No
21,M,2004,94,GA,31605,80,84,88,78,71,80.25,M,Yes,No
20,M,2003,94,SC,29209,79,84,88,74,75,80.25,M,Yes,No
33,M,2003,93,MD,21237,84,80,77,85,79,80.25,M,Yes,No
21,M,2004,93,MD,21740,80,85,81,76,79,80.25,M,Yes,No
20,M,2003,93,AE,9459,79,78,87,78,78,80.25,M,Yes,No
20,M,2003,93,FL,32547,69,63,89,74,95,80.25,M,Yes,No
19,M,2003,92,OK,73045,80,74,82,83,82,80.25,M,Yes,No
22,M,2004,92,NY,14226,80,76,89,83,73,80.25,M,Yes,No
25,M,2004,92,MD,20748,78,78,77,76,90,80.25,M,Yes,No
21,M,2003,92,CA,95901,77,84,85,70,82,80.25,M,Yes,No
19,F,2005,90,CA,95687,83,88,89,76,68,80.25,M,Yes,No
20,M,2004,89,CO,80923,80,84,85,76,76,80.25,M,Yes,No
19,M,2003,89,TX,78233,62,74,89,87,71,80.25,M,Yes,No
24,M,2004,88,CA,94534,74,72,85,74,90,80.25,M,Yes,No
30,M,2004,88,IL,61550,72,74,89,70,88,80.25,M,Yes,No
19,M,2003,88,AP,96266,75,80,85,68,88,80.25,M,Yes,No
25,M,2003,88,AZ,85743,77,76,76,76,93,80.25,M,Yes,No
19,M,2004,88,FL,32073,82,80,87,81,73,80.25,M,Yes,No
27,M,2003,85,CO,80022,78,76,85,78,82,80.25,M,Yes,No
20,M,2004,84,TX,78154,57,87,67,84,83,80.25,M,Yes,No
24,M,2004,81,AP,96326,79,65,73,89,94,80.25,M,Yes,No
19,M,2003,81,TX,76901,71,59,85,81,96,80.25,M,Yes,No
24,M,2004,80,IL,62208,80,85,88,76,72,80.25,M,Yes,No
35,M,2004,80,CA,93292,71,74,89,66,92,80.25,M,Yes,No
19,M,2004,77,ID,83709,84,87,83,80,71,80.25,M,Yes,No
35,F,2004,77,UT,84010,84,94,80,88,59,80.25,M,Yes,No
44,F,2005,98,NY,14004,79,63,84,83,91,80.25,D,Yes,No
20,M,2004,97,OH,45324,80,76,80,83,82,80.25,D,Yes,No
24,M,2003,95,FL,32404,87,76,79,93,73,80.25,D,Yes,No
38,M,2004,95,WI,54669,65,76,83,68,94,80.25,D,Yes,No
20,M,2003,94,AZ,85657,80,76,85,81,79,80.25,D,Yes,No
20,M,2004,92,NC,28314,84,80,70,85,86,80.25,D,Yes,No
19,M,2003,99,MI,49221,84,90,81,78,73,80.5,UNKNOWN,No,Yes
37,M,2005,70,NJ,07016,84,76,88,89,69,80.5,S,No,Yes
19,M,2004,94,TX,78613,79,79,86,78,79,80.5,S,Yes,No
20,M,2003,60,OK,73072,77,67,83,85,87,80.5,M,Yes,No
20,M,2003,60,OK,73072,77,67,83,85,87,80.5,M,Yes,No
23,M,2003,95,TX,76908,78,79,93,76,74,80.5,UNKNOWN,Yes,No
35,M,2003,95,MI,48026,89,92,81,82,67,80.5,UNKNOWN,Yes,No
37,M,2003,94,CA,92647,84,70,85,82,85,80.5,UNKNOWN,Yes,No
19,M,2003,94,MN,55733,81,81,77,76,88,80.5,UNKNOWN,Yes,No
20,F,2003,93,IN,46160,82,81,77,84,80,80.5,UNKNOWN,Yes,No
21,M,2003,93,NY,11355,80,72,77,90,83,80.5,UNKNOWN,Yes,No
43,M,2004,92,WV,25427,81,65,84,88,85,80.5,UNKNOWN,Yes,No
18,M,2003,92,OH,44410,81,81,83,84,74,80.5,UNKNOWN,Yes,No
46,M,2003,91,OR,97303,90,79,70,90,83,80.5,UNKNOWN,Yes,No
28,M,2004,89,WA,99122,77,72,74,82,94,80.5,UNKNOWN,Yes,No
20,M,2003,87,NJ,8724,80,81,76,78,87,80.5,UNKNOWN,Yes,No
23,M,2004,95,ND,58077,75,71,85,78,88,80.5,S,Yes,No
19,M,2005,95,AK,99508,80,80,91,78,73,80.5,S,Yes,No
23,F,2004,94,FL,33621,82,85,88,78,71,80.5,S,Yes,No
19,M,2003,93,NV,89191,80,76,88,81,77,80.5,S,Yes,No
19,M,2004,92,TX,78843,83,87,85,78,72,80.5,S,Yes,No
20,M,2004,92,IA,50312,84,84,82,83,73,80.5,S,Yes,No
19,M,2004,91,LA,70403,81,89,76,84,73,80.5,S,Yes,No
19,M,2004,90,OK,73145,71,65,85,76,96,80.5,S,Yes,No
18,M,2004,90,AZ,85710,82,84,76,80,82,80.5,S,Yes,No
20,M,2004,89,LA,71105,82,78,85,83,76,80.5,S,Yes,No
28,M,2004,89,IL,62225,81,80,89,74,79,80.5,S,Yes,No
19,M,2004,88,TX,78613,79,79,86,78,79,80.5,S,Yes,No
19,M,2004,88,MI,49649,75,84,83,66,89,80.5,S,Yes,No
19,F,2004,86,MI,48837,86,79,76,94,73,80.5,S,Yes,No
19,M,2004,86,IL,62401,81,87,84,76,75,80.5,S,Yes,No
19,M,2004,86,FL,33556,84,81,84,86,71,80.5,S,Yes,No
24,M,2003,86,IN,47108,84,94,81,74,73,80.5,S,Yes,No
20,M,2004,85,MI,48048,75,71,76,78,97,80.5,S,Yes,No
19,M,2004,85,FL,33142,82,79,86,86,71,80.5,S,Yes,No
22,M,2004,84,PA,19426,81,65,81,80,96,80.5,S,Yes,No
20,M,2004,84,VA,23605,77,74,81,78,89,80.5,S,Yes,No
19,M,2005,83,AE,9464,83,78,91,87,66,80.5,S,Yes,No
19,M,2004,82,SC,29574,90,90,75,90,67,80.5,S,Yes,No
19,M,2004,82,FL,32835,80,84,73,74,91,80.5,S,Yes,No
20,M,2003,81,OK,73145,84,84,83,83,72,80.5,S,Yes,No
31,M,2004,80,WA,98685,79,87,81,76,78,80.5,S,Yes,No
35,M,2003,80,NJ,07016,84,76,88,89,69,80.5,S,Yes,No
39,M,2005,80,OK,73013,84,56,91,85,90,80.5,S,Yes,No
20,M,2004,77,MO,65305,82,78,74,83,87,80.5,S,Yes,No
23,M,2003,77,AP,45669,79,85,75,72,90,80.5,S,Yes,No
19,F,2004,76,WA,98438,79,72,88,83,79,80.5,S,Yes,No
24,M,2004,97,FL,32404,71,61,82,81,98,80.5,M,Yes,No
22,M,2004,97,CA,92582,76,76,93,74,79,80.5,M,Yes,No
36,M,2003,97,MA,01085,74,67,81,80,94,80.5,M,Yes,No
20,M,2003,96,AZ,85374,83,84,91,81,66,80.5,M,Yes,No
19,F,2004,96,MD,21012,80,80,80,80,82,80.5,M,Yes,No
27,M,2004,96,OK,73110,72,67,82,78,95,80.5,M,Yes,No
20,F,2004,95,FL,32404,82,78,82,83,79,80.5,M,Yes,No
26,M,2004,95,CA,95610,78,74,89,80,79,80.5,M,Yes,No
19,M,2004,93,SC,29456,83,85,85,80,72,80.5,M,Yes,No
30,M,2004,93,KS,67215,78,90,74,88,70,80.5,M,Yes,No
24,F,2004,93,IL,61614,90,88,85,85,64,80.5,M,Yes,No
55,M,2004,93,MA,01430,74,77,67,90,88,80.5,M,Yes,No
22,M,2003,92,LA,71023,75,65,84,83,90,80.5,M,Yes,No
21,M,2003,92,ND,58078,70,69,91,70,92,80.5,M,Yes,No
21,F,2004,91,FL,32404,82,78,82,83,79,80.5,M,Yes,No
19,M,2004,91,CA,94533,79,80,89,76,77,80.5,M,Yes,No
44,M,2004,90,AL,35031,68,80,80,74,88,80.5,M,Yes,No
20,M,2003,90,AK,99506,79,78,81,78,85,80.5,M,Yes,No
22,M,2004,90,FL,32508,80,84,91,78,69,80.5,M,Yes,No
26,M,2003,90,MI,49707,77,84,84,70,84,80.5,M,Yes,No
21,M,2003,89,KS,67226,82,78,82,83,79,80.5,M,Yes,No
33,M,2003,89,MO,63755,79,80,93,76,73,80.5,M,Yes,No
22,M,2004,89,UT,84015,82,74,82,87,79,80.5,M,Yes,No
18,M,2003,88,FL,33616,49,76,76,81,89,80.5,M,Yes,No
19,F,2003,87,CA,95132,90,88,76,89,69,80.5,M,Yes,No
19,M,2003,86,AZ,85374,83,84,91,81,66,80.5,M,Yes,No
19,M,2003,85,FL,32566,80,87,87,72,76,80.5,M,Yes,No
20,M,2004,85,FL,32403,83,85,88,80,69,80.5,M,Yes,No
20,M,2004,85,MA,01013,79,71,87,85,79,80.5,M,Yes,No
21,F,2003,85,MS,39532,82,84,80,80,78,80.5,M,Yes,No
18,M,2003,85,WA,98642,84,84,74,83,81,80.5,M,Yes,No
25,F,2004,84,VA,23666,88,87,79,87,69,80.5,M,Yes,No
20,M,2003,83,OK,73072,77,67,83,85,87,80.5,M,Yes,No
20,M,2005,82,CA,94535,81,80,75,81,86,80.5,M,Yes,No
18,M,2004,82,WA,98642,84,84,74,83,81,80.5,M,Yes,No
44,M,2004,80,AL,35031,68,80,80,74,88,80.5,M,Yes,No
21,F,2003,78,MS,39532,82,84,80,80,78,80.5,M,Yes,No
48,M,2004,78,MO,64503,79,98,64,88,72,80.5,M,Yes,No
39,M,2003,77,CT,06250,80,60,93,74,95,80.5,M,Yes,No
27,M,2004,70,MO,64505,84,60,83,88,91,80.5,M,Yes,No
20,M,2005,94,AK,99577,75,74,86,76,86,80.5,D,Yes,No
19,M,2005,90,AE,9123,78,76,81,80,85,80.5,D,Yes,No
18,M,2003,87,MS,39532,88,94,82,80,66,80.5,D,Yes,No
44,M,2003,77,CA,94803,72,69,88,72,93,80.5,D,Yes,No
21,M,2004,92,NE,68123,74,74,89,72,88,80.75,M,Yes,No
21,M,2003,98,NY,14150,80,79,86,82,76,80.75,UNKNOWN,Yes,No
21,F,2003,97,WI,53017,88,89,88,88,58,80.75,UNKNOWN,Yes,No
50,M,2003,96,KS,66218,80,79,84,82,78,80.75,UNKNOWN,Yes,No
29,M,2003,95,NY,14047,80,83,84,76,80,80.75,UNKNOWN,Yes,No
32,M,2003,95,FL,33860,81,94,73,80,76,80.75,UNKNOWN,Yes,No
22,M,2003,95,LA,70032,81,84,86,86,67,80.75,UNKNOWN,Yes,No
22,M,2003,93,LA,70032,81,84,86,86,67,80.75,UNKNOWN,Yes,No
22,M,2003,92,OR,97603,76,86,88,64,85,80.75,UNKNOWN,Yes,No
19,M,2003,91,SD,57702,81,81,86,82,74,80.75,UNKNOWN,Yes,No
22,M,2003,90,WA,98225,81,89,77,74,83,80.75,UNKNOWN,Yes,No
38,M,2004,90,GA,30263,83,72,77,84,90,80.75,UNKNOWN,Yes,No
19,M,2003,90,MI,48622,84,83,81,86,73,80.75,UNKNOWN,Yes,No
19,M,2003,89,KS,66846,78,84,86,70,83,80.75,UNKNOWN,Yes,No
51,M,2004,88,CA,92503,54,92,68,80,83,80.75,UNKNOWN,Yes,No
19,M,2004,86,SD,57702,81,81,86,82,74,80.75,UNKNOWN,Yes,No
25,M,2003,84,FL,33614,74,86,81,66,90,80.75,UNKNOWN,Yes,No
27,M,2003,84,IL,60517,85,81,79,90,73,80.75,UNKNOWN,Yes,No
20,M,2003,83,MI,48622,84,83,81,86,73,80.75,UNKNOWN,Yes,No
22,M,2003,81,WA,98225,81,89,77,74,83,80.75,UNKNOWN,Yes,No
19,M,2003,98,AZ,85379,79,78,88,78,79,80.75,S,Yes,No
21,M,2003,96,NE,68883,72,78,88,66,91,80.75,S,Yes,No
26,F,2004,96,TX,76908,89,92,81,86,64,80.75,S,Yes,No
21,M,2004,96,FL,32084,86,94,89,76,64,80.75,S,Yes,No
21,M,2004,95,MT,59405,87,90,82,84,67,80.75,S,Yes,No
19,M,2004,93,FL,33635,60,78,84,74,87,80.75,S,Yes,No
21,M,2004,93,MI,49855,80,71,77,87,88,80.75,S,Yes,No
20,M,2004,92,NV,89031,79,84,83,74,82,80.75,S,Yes,No
32,M,2004,91,GA,31404,81,84,79,80,80,80.75,S,Yes,No
19,M,2004,90,NC,27530,88,87,81,87,68,80.75,S,Yes,No
19,M,2004,90,AP,96319,80,87,85,72,79,80.75,S,Yes,No
22,F,2004,88,TN,37214,81,82,84,74,83,80.75,S,Yes,No
20,M,2004,88,CA,95903,83,85,80,80,78,80.75,S,Yes,No
27,M,2003,86,LA,71111,77,76,84,76,87,80.75,S,Yes,No
24,M,2004,86,CA,92126,79,83,86,74,80,80.75,S,Yes,No
22,M,2004,85,TN,37172,80,76,85,83,79,80.75,S,Yes,No
21,M,2004,85,GA,30294,83,72,87,89,75,80.75,S,Yes,No
19,M,2003,85,LA,71105,84,87,83,80,73,80.75,S,Yes,No
31,M,2005,85,CO,80631,78,72,84,80,87,80.75,S,Yes,No
24,M,2003,84,NM,88330,80,76,80,83,84,80.75,S,Yes,No
25,M,2005,83,NV,89103,81,72,77,81,93,80.75,S,Yes,No
18,M,2003,82,CO,80922,89,92,82,83,66,80.75,S,Yes,No
19,M,2003,82,MO,65201,87,74,85,87,77,80.75,S,Yes,No
21,M,2004,80,TN,37355,80,81,77,80,85,80.75,S,Yes,No
20,M,2003,79,NE,68048,79,80,88,76,79,80.75,S,Yes,No
20,M,2004,77,WA,98579,80,83,87,76,77,80.75,S,Yes,No
20,M,2003,77,VA,23665,87,85,76,87,75,80.75,S,Yes,No
37,M,2003,98,AZ,85741,81,61,91,78,93,80.75,M,Yes,No
24,F,2004,98,LA,70122,92,97,77,86,63,80.75,M,Yes,No
23,M,2004,96,MN,55438,78,76,88,78,81,80.75,M,Yes,No
19,M,2003,95,NY,12553,84,90,86,78,69,80.75,M,Yes,No
22,M,2004,95,TX,78251,84,92,82,76,73,80.75,M,Yes,No
30,M,2003,95,OK,73401,55,72,77,92,82,80.75,M,Yes,No
20,M,2004,94,NM,87116,74,67,83,80,93,80.75,M,Yes,No
